0.0	-0.0040322581	0.2459677419	0.0967741935	-0.0282258065	-0.0201612903	-0.0483870968	0.0282258065	-0.0766129032	-0.0483870968	-0.0725806452	-0.0282258065	0.0725806452	0.1532258065	-0.0806451613	-0.0846774194	-0.1572580645	0.0766129032	0.0967741935	0.0080645161	-0.0564516129	-0.0806451613	0.0080645161	0.0967741935	0.1008064516	0.0443548387	0.0564516129	0.1370967742	-0.0887096774	-0.0483870968	-0.0766129032	0.0161290323
-0.0040322581	0.0	-0.0362903226	-0.0564516129	-0.0524193548	-0.0443548387	0.0564516129	0.0040322581	-0.1008064516	0.0564516129	0.0322580645	-0.0524193548	-0.0806451613	0.0	0.0241935484	0.1491935484	0.0766129032	0.0524193548	-0.0564516129	0.1129032258	0.0483870968	0.0241935484	0.1129032258	-0.0564516129	0.0766129032	0.0201612903	-0.0967741935	-0.0161290323	0.0161290323	0.0564516129	-0.1008064516	0.1209677419
0.2459677419	-0.0362903226	0.0	-0.064516129	0.0685483871	-0.0524193548	0.0483870968	-0.0040322581	0.0201612903	0.0483870968	0.0241935484	0.0685483871	-0.0887096774	-0.1370967742	0.1451612903	0.1411290323	0.1975806452	-0.0846774194	-0.064516129	-0.0241935484	0.0403225806	0.1451612903	-0.0241935484	-0.064516129	-0.060483871	-0.1169354839	-0.1048387097	-0.1532258065	0.1370967742	0.0483870968	0.0201612903	-0.0161290323
0.0967741935	-0.0564516129	-0.064516129	0.0	0.0483870968	0.0564516129	0.0282258065	0.1048387097	0.0	0.0282258065	0.1330645161	0.0483870968	0.0201612903	-0.1572580645	-0.0040322581	-0.0080645161	0.0483870968	0.0241935484	-0.2137096774	-0.0443548387	0.0201612903	-0.0040322581	0.0846774194	-0.0846774194	-0.0806451613	-0.0080645161	0.0040322581	-0.0443548387	-0.0120967742	0.0282258065	0.1290322581	0.0927419355
-0.0282258065	-0.0524193548	0.0685483871	0.0483870968	0.0	0.060483871	0.0322580645	-0.1491935484	0.1330645161	0.0322580645	0.0080645161	-0.2056451613	0.0241935484	0.1048387097	-0.1290322581	-0.0040322581	-0.0766129032	0.0282258065	0.0483870968	0.0887096774	0.1532258065	-0.1290322581	0.0887096774	-0.0806451613	0.0524193548	0.125	0.0080645161	-0.0403225806	-0.0080645161	0.0322580645	0.0040322581	-0.0322580645
-0.0201612903	-0.0443548387	-0.0524193548	0.0564516129	0.060483871	0.0	0.0403225806	0.1169354839	0.0120967742	0.0403225806	-0.2419354839	0.060483871	-0.0967741935	0.1129032258	0.1370967742	0.0040322581	0.060483871	-0.0927419355	0.0564516129	-0.0322580645	0.0322580645	0.1370967742	-0.0322580645	0.0564516129	0.189516129	0.0040322581	-0.2419354839	-0.0322580645	0.0	-0.0887096774	0.0120967742	0.1048387097
-0.0483870968	0.0564516129	0.0483870968	0.0282258065	0.0322580645	0.0403225806	0.0	-0.0403225806	-0.1451612903	-0.2459677419	0.1169354839	0.0322580645	0.0040322581	-0.0443548387	-0.0201612903	-0.0241935484	-0.0967741935	-0.1209677419	0.0282258065	0.0685483871	0.0040322581	-0.0201612903	0.0685483871	0.1572580645	0.0322580645	-0.1532258065	0.1169354839	0.1975806452	0.1008064516	0.1411290323	-0.0161290323	-0.0524193548
0.0282258065	0.0040322581	-0.0040322581	0.1048387097	-0.1491935484	0.1169354839	-0.0403225806	0.0	0.060483871	-0.0403225806	0.064516129	-0.1491935484	-0.0483870968	0.0322580645	-0.0725806452	0.0524193548	-0.0201612903	-0.0443548387	0.1048387097	0.1451612903	0.0806451613	-0.0725806452	0.0161290323	-0.0241935484	-0.0201612903	0.0524193548	0.064516129	0.0161290323	0.0483870968	0.0887096774	-0.0685483871	-0.1048387097
-0.0766129032	-0.1008064516	0.0201612903	0.0	0.1330645161	0.0120967742	-0.1451612903	0.060483871	0.0	-0.1451612903	0.0887096774	0.1330645161	-0.0241935484	-0.0725806452	0.0806451613	0.0766129032	0.0040322581	-0.0201612903	0.0	0.0403225806	-0.1532258065	0.0806451613	0.0403225806	0.1290322581	0.0040322581	-0.1814516129	0.0887096774	0.1693548387	0.0725806452	0.1129032258	-0.1733870968	0.0483870968
-0.0483870968	0.0564516129	0.0483870968	0.0282258065	0.0322580645	0.0403225806	-0.2459677419	-0.0403225806	-0.1451612903	0.0	0.1169354839	0.0322580645	0.0040322581	-0.0443548387	-0.0201612903	-0.0241935484	-0.0967741935	-0.1209677419	0.0282258065	0.0685483871	0.0040322581	-0.0201612903	0.0685483871	0.1572580645	0.0322580645	-0.1532258065	0.1169354839	0.1975806452	0.1008064516	0.1411290323	-0.0161290323	-0.0524193548
-0.0725806452	0.0322580645	0.0241935484	0.1330645161	0.0080645161	-0.2419354839	0.1169354839	0.064516129	0.0887096774	0.1169354839	0.0	0.0080645161	-0.0201612903	0.189516129	0.0846774194	-0.0483870968	0.0080645161	-0.0161290323	0.1330645161	-0.0846774194	-0.0201612903	0.0846774194	-0.0846774194	0.0040322581	0.1370967742	0.0806451613	-0.1653225806	-0.0846774194	-0.0524193548	-0.1411290323	-0.0403225806	0.0524193548
-0.0282258065	-0.0524193548	0.0685483871	0.0483870968	-0.2056451613	0.060483871	0.0322580645	-0.1491935484	0.1330645161	0.0322580645	0.0080645161	0.0	0.0241935484	0.1048387097	-0.1290322581	-0.0040322581	-0.0766129032	0.0282258065	0.0483870968	0.0887096774	0.1532258065	-0.1290322581	0.0887096774	-0.0806451613	0.0524193548	0.125	0.0080645161	-0.0403225806	-0.0080645161	0.0322580645	0.0040322581	-0.0322580645
0.0725806452	-0.0806451613	-0.0887096774	0.0201612903	0.0241935484	-0.0967741935	0.0040322581	-0.0483870968	-0.0241935484	0.0040322581	-0.0201612903	0.0241935484	0.0	-0.0524193548	0.1008064516	0.0967741935	0.1532258065	-0.1290322581	0.0201612903	0.189516129	-0.0040322581	0.1008064516	-0.0685483871	0.0201612903	0.0241935484	0.0967741935	-0.1491935484	0.060483871	-0.0362903226	0.0040322581	-0.0241935484	0.0685483871
